0,21421
1,60
2,7546
3,18025
4,7895
5,7895
6,7895
7,7895
8,7895
9,7895
10,7895
10,613
11,7895
11,4807
12,7895
13,7895
14,2218
15,2218
16,2218
17,2218
17,10017
17,5890
18,2218
19,22439
20,21865
21,7867
22,7867
23,2348
24,2348
24,16995
25,2348
26,2348
27,2348
28,10704
28,10301
28,6470
29,8309
30,8309
31,8309
32,10209
33,4453
34,1208
35,14713
36,14713
37,14713
37,21040
37,837
37,3974
38,17663
39,17663
40,17663
41,17663
42,11304
43,2553
44,2553
45,12557
46,17191
47,17191
47,6155
48,22388
49,9437
50,9437
50,14541
50,16019
51,11139
52,4036
53,4036
54,855
55,855
55,8486
55,9799
55,3713
55,21158
55,4491
55,2823
56,3338
57,3338
57,10591
58,6075
59,7879
60,7647
61,7647
62,15972
63,22306
64,22306
64,10766
65,22306
66,22306
67,22306
67,18403
68,22306
68,6685
69,22306
70,15725
71,15725
72,452
73,13677
74,13677
75,13983
75,18796
75,21515
75,11560
76,6144
77,17998
78,17998
78,13590
79,19764
79,10461
79,19060
80,4329
81,4329
82,19967
83,22240
84,8585
85,13170
86,11318
87,9253
88,9253
88,5835
88,3852
88,1129
88,3326
88,11864
88,7293
88,22222
88,18219
88,804
88,2856
88,8683
88,14129
88,14950
88,1575
88,8925
88,11767
88,12620
88,4488
88,16817
88,5415
88,21201
88,8533
88,17997
88,10237
89,9253
90,9253
91,9253
92,9253
92,9902
93,9253
94,9253
94,3852
94,5152
94,14073
94,2751
94,8616
95,9253
96,9253
97,9253
98,9253
98,22096
98,2251
99,9253
100,9253
101,466
102,20467
103,20467
104,7455
105,16452
106,18838
107,18838
108,6539
109,17688
110,1505
111,1505
112,1505
113,1505
114,17961
115,10935
116,10935
117,21524
118,15515
118,13542
119,15515
120,22422
121,22422
122,14434
123,11603
124,20883
125,11926
126,10003
127,11662
128,18988
128,18314
128,21747
129,4542
130,4542
131,4542
131,102
131,10844
132,4542
133,4542
134,4542
135,19070
136,5014
136,12575
137,21885
138,19317
139,19317
140,19317
141,19317
142,15913
143,15913
143,20833
143,20851
143,21902
143,8096
143,14044
143,3313
144,16486
145,16486
146,14589
147,5276
148,3548
149,20595
150,20595
150,20446
151,22018
152,11987
153,11987
153,19934
153,4547
153,20691
154,16056
155,1879
156,1879
156,17512
157,1879
158,1879
159,1879
160,1879
161,1547
161,8325
162,1314
163,13332
164,13332
165,21788
165,7819
166,21788
167,4942
168,9965
169,14015
170,14200
171,4166
172,4166
173,4166
174,4166
175,4166
176,4166
177,4166
178,4166
179,4166
180,4166
181,4166
182,7847
183,7847
184,7847
185,7847
186,7847
187,21839
188,18701
189,18701
190,18701
191,18701
192,18701
193,18701
194,18701
195,18701
196,18701
197,17655
198,13614
199,10305
200,10229
201,10229
202,10229
203,10229
203,1469
204,10229
205,10229
206,21746
207,21746
208,5012
208,8952
208,10464
208,21895
208,17165
208,18970
208,13233
209,10535
210,10535
211,10535
212,10535
213,17050
214,17050
215,17050
216,17050
217,17050
218,13356
218,4403
219,13356
220,13356
221,13356
222,13356
223,13356
223,5051
223,11066
223,14251
224,13356
225,13356
226,13356
227,13356
228,14980
228,14153
229,19926
230,15844
231,15844
232,7832
233,11790
234,11790
235,10533
236,4655
237,10203
238,10203
239,19223
240,19223
240,15079
241,19223
242,19223
243,20667
244,343
245,14766
246,15675
247,15675
247,7854
248,4402
249,4402
249,16524
249,22127
250,15395
251,15395
252,15395
253,15395
254,15395
255,19236
255,18256
256,6496
257,15471
258,15471
258,8260
259,20710
260,11655
261,11655
262,11655
263,11655
264,11655
265,11655
266,11655
267,11655
268,11655
269,11655
269,4279
270,11655
271,11655
272,11655
273,11655
274,11655
275,11655
275,17955
275,22540
276,2291
277,15284
278,4294
279,13509
280,20895
281,20895
281,1904
281,15575
281,17883
282,20895
282,21187
282,8572
282,3135
282,7033
282,13428
283,14153
284,14153
285,14153
286,14153
287,6532
287,11013
287,933
287,4517
288,7142
289,14108
290,16464
291,18827
292,19627
293,6542
294,6542
295,6542
296,6542
296,18434
297,13522
298,13522
299,13522
300,13522
301,13522
301,17437
301,5074
301,404
301,4410
301,2989
301,8191
301,17280
301,3459
301,2766
301,13798
302,13522
303,13522
303,1019
304,13522
305,13522
306,13522
307,13522
308,8244
309,10869
310,10869
310,11393
311,3181
312,11557
313,970
314,15724
315,15724
316,15724
316,8616
317,6126
317,4338
318,6697
319,6697
320,6028
321,6028
322,6028
323,6028
324,11029
325,11029
326,11029
327,11029
328,11029
329,5821
329,19219
330,5821
330,13760
330,6251
331,7972
332,7972
333,7972
334,7972
335,3509
336,3509
337,3509
338,13632
339,12608
340,6672
341,6672
341,21781
342,6672
342,1529
343,6672
344,22330
345,4551
346,4551
347,4551
348,4551
348,464
349,4551
349,14301
349,15079
349,5065
349,20671
349,18193
349,21214
350,4551
350,6871
351,4551
352,12466
353,15197
354,8145
355,8145
356,8145
357,8145
358,8145
359,15978
360,15489
361,15125
361,12409
362,896
363,896
364,18856
365,18856
365,13484
365,16055
365,18269
365,21372
366,3853
367,16277
368,16277
369,16277
370,16277
370,7523
370,5978
371,1813
371,18548
371,20039
371,14504
371,12969
371,15078
371,4682
372,14931
372,21849
373,14931
374,14931
375,15728
375,12196
376,15728
377,17187
378,15777
379,8115
380,999
381,5835
382,5835
383,5835
384,5835
385,5835
386,5835
387,15695
388,15695
389,15418
390,17307
391,4568
392,4568
392,8020
392,8868
392,18532
393,6653
393,5041
394,6653
395,6653
396,155
397,155
397,16695
398,155
399,155
400,155
401,6991
402,6991
403,14725
404,11705
405,11705
405,21869
406,11705
407,11705
407,5921
407,14004
408,10253
409,10253
410,16292
411,16292
412,16292
413,16292
414,16292
415,13576
416,4275
417,2316
418,12156
419,17270
420,2426
421,2426
421,2958
422,17268
423,17268
424,2957
425,2957
426,2458
427,2458
428,2458
428,18832
428,19886
428,15289
428,14694
428,13239
428,18676
429,8163
430,13138
430,5772
430,7697
430,8452
430,2272
430,20050
431,14396
432,17196
433,14632
434,11735
435,11735
436,9813
437,9813
438,9813
439,720
440,720
441,720
442,720
442,18773
443,720
443,8042
444,720
445,720
446,720
446,16360
447,720
447,15956
448,720
449,720
450,14807
451,21749
452,14851
453,15929
454,5203
455,5203
455,16618
455,10392
456,5203
457,15086
458,14438
458,14637
458,14666
459,14438
460,14438
461,14438
462,1889
463,1889
464,21221
465,21221
466,21221
467,21221
468,21221
468,11675
468,21507
468,14624
469,8402
470,3412
471,22145
472,7177
473,7177
473,13947
473,6157
474,7177
475,7177
476,7177
477,7177
478,2166
479,9002
480,9002
481,9002
482,2554
483,1270
484,3887
484,15704
485,3887
486,22197
487,22197
488,22197
489,22197
489,17660
489,21375
489,5921
489,10402
490,22197
491,22197
492,22197
493,22197
493,12596
493,552
493,1412
494,22197
495,20968
496,19017
497,15864
498,17458
499,17458
500,17458
501,17458
502,18648
503,3280
504,1855
504,19366
505,5985
506,8377
507,6435
508,19366
509,1071
510,1071
511,4039
512,4039
513,4039
514,4039
514,19461
515,10039
516,10039
517,10039
518,10039
519,2147
520,2147
521,7383
522,62
523,3847
524,3847
525,2222
526,2222
527,2222
528,2222
528,21067
529,2222
529,20209
530,20270
530,10713
531,1791
531,19229
532,2162
533,2162
534,3885
535,12713
536,12713
537,12713
538,12713
539,12713
540,12713
541,12713
542,12713
542,6790
542,5503
542,1528
542,21720
542,11877
542,1413
542,3938
543,12713
543,11668
543,14659
544,12713
545,7259
546,3042
547,3042
548,3042
549,3042
550,3042
551,3042
552,3042
553,3042
554,3042
555,3042
556,3042
557,3042
558,3042
559,3042
559,21475
559,16418
559,22085
559,18075
560,3042
561,3042
561,18517
561,11405
561,9580
562,3042
563,3042
564,3042
565,3042
566,3042
567,3042
568,3042
569,3042
569,11118
569,13150
570,3042
571,3042
572,3042
573,3042
574,3042
575,3042
576,3042
577,3042
578,20171
579,3701
579,4111
579,11001
579,21545
580,3701
581,16619
582,16619
583,16619
584,16619
585,11527
586,7662
587,6790
588,6790
589,6790
590,6790
591,6790
592,6790
592,6753
593,6790
594,6790
595,6790
596,6790
596,14562
597,6790
598,6790
599,6790
600,3139
600,16271
600,10402
600,3632
601,4430
602,10946
603,10946
604,14784
605,21207
606,21207
607,21207
608,21207
609,21207
609,15614
610,21207
611,21207
612,21207
613,21207
614,21207
615,21207
615,6827
616,21207
617,21207
618,21207
619,21207
620,21207
621,21207
621,1803
622,9517
623,9517
624,9517
625,9517
626,9517
627,2936
628,7549
629,7712
630,7712
631,7712
631,9694
631,1953
632,7712
632,19051
632,19491
632,12691
633,7712
634,21064
634,9447
635,21064
636,20514
637,20514
638,15084
639,15084
640,15084
640,19715
640,19826
641,15084
641,15630
641,10575
641,19073
641,20927
641,22427
641,13623
641,14549
641,13102
